customer_id,product,category,amount
94953,Wall Clock,Electronics,568.99
55140,T-shirt,Electronics,167.89
55936,T-shirt,Electronics,412.25
34933,White Mug,Furniture,632.94
14443,Notebook,Stationery,384.12
16761,Office Chair,Furniture,725.2
80434,White Mug,Stationery,1501.08
83214,Blue Pen,Accessories,894.42
48511,Blue Pen,Furniture,166.97
53228,Backpack,Furniture,1046.34
42562,Wireless Mouse,Furniture,2532.68
96452,Headphones,Apparel,333.84
35193,USB Cable,Stationery,127.49
30966,T-shirt,Electronics,80.44
62514,USB Cable,Electronics,599.04
61596,T-shirt,Stationery,426.35
62583,T-shirt,Electronics,1376.43
82963,Wireless Mouse,Accessories,2380.82
89681,T-shirt,Stationery,60.77
79200,White Mug,Electronics,481.73
28796,White Mug,Stationery,1023.91
76428,Backpack,Stationery,466.41
46156,Blue Pen,Furniture,542.46
97271,Office Chair,Accessories,790.08
90167,Wall Clock,Apparel,2189.26
95325,Backpack,Apparel,387.04
41384,White Mug,Furniture,2786.99
84562,Wall Clock,Electronics,77.18
97931,USB Cable,Furniture,144.87
14493,Backpack,Stationery,197.78
71731,Office Chair,Accessories,865.57
60583,T-shirt,Apparel,332.31
97562,T-shirt,Furniture,2235.7
90838,Notebook,Apparel,579.53
64838,USB Cable,Accessories,2863.12
30725,White Mug,Furniture,585.7
59407,Blue Pen,Electronics,789.22
90824,Headphones,Accessories,508.76
96508,Wireless Mouse,Apparel,1548.44
70672,Backpack,Apparel,136.19
19020,USB Cable,Stationery,1252.23
90743,Notebook,Apparel,181.79
64659,Wireless Mouse,Stationery,790.4
90633,Wireless Mouse,Accessories,42.1
54727,Blue Pen,Accessories,1837.2
10961,White Mug,Apparel,341.68
66873,Blue Pen,Stationery,1052.3
25714,Office Chair,Stationery,521.49
33058,Wireless Mouse,Apparel,1952.86
83367,Notebook,Accessories,71.68
15608,Wall Clock,Electronics,402.96
49169,Headphones,Furniture,106.78
70906,White Mug,Stationery,541.28
39946,Backpack,Stationery,2094.85
67934,Wall Clock,Stationery,1511.24
30303,Headphones,Furniture,960.02
62272,Notebook,Apparel,2681.81
43069,T-shirt,Electronics,167.8
25812,USB Cable,Accessories,317.37
78376,Headphones,Electronics,2060.39
63965,T-shirt,Apparel,889.38
58575,Desk Lamp,Apparel,1665.94
55924,White Mug,Stationery,14.32
52354,Desk Lamp,Accessories,487.8
78432,Wall Clock,Electronics,627.45
75894,Wall Clock,Accessories,100.26
18762,T-shirt,Stationery,1096.27
15347,Notebook,Stationery,1532.12
60989,Office Chair,Apparel,132.25
53955,White Mug,Stationery,1774.12
83421,Wall Clock,Apparel,236.0
62215,Desk Lamp,Stationery,504.36
24841,Blue Pen,Accessories,544.32
25661,Desk Lamp,Stationery,1339.22
72722,Wall Clock,Apparel,456.68
37447,USB Cable,Accessories,15.93
44898,White Mug,Electronics,289.68
48163,T-shirt,Furniture,966.24
25641,Headphones,Electronics,438.61
96058,White Mug,Electronics,3397.67
73431,Wall Clock,Furniture,71.19
10263,Blue Pen,Accessories,844.99
97116,T-shirt,Furniture,625.28
40318,Wall Clock,Furniture,660.71
99357,Blue Pen,Electronics,1175.26
35788,Blue Pen,Stationery,664.68
27891,White Mug,Accessories,1542.96
11617,Blue Pen,Furniture,1062.6
53537,Notebook,Furniture,1263.1
99835,T-shirt,Stationery,1914.7
60352,White Mug,Electronics,596.17
72043,White Mug,Electronics,74.77
75448,Headphones,Electronics,2016.34
94303,Headphones,Furniture,394.26
23776,Wall Clock,Accessories,63.47
32464,Office Chair,Stationery,2524.11
43533,White Mug,Accessories,783.67
78931,Backpack,Apparel,597.95
58610,T-shirt,Stationery,18.18
20524,Office Chair,Apparel,136.15
92943,Office Chair,Apparel,617.14
17169,Backpack,Electronics,2297.15
37427,Wireless Mouse,Furniture,240.98
25077,Desk Lamp,Furniture,980.88
61731,Notebook,Accessories,2303.68
44711,White Mug,Stationery,69.93
46971,Wireless Mouse,Electronics,593.31
20383,Wall Clock,Accessories,338.84
54324,Desk Lamp,Accessories,775.17
90909,Backpack,Stationery,338.41
22909,White Mug,Electronics,66.07
58651,Wall Clock,Electronics,662.85
48100,White Mug,Electronics,3374.51
58025,Headphones,Accessories,165.8
37608,Backpack,Electronics,465.1
77521,Wall Clock,Electronics,1495.87
26697,White Mug,Electronics,1100.62
81596,Office Chair,Stationery,533.56
91737,Headphones,Furniture,15.34
47742,Backpack,Furniture,359.38
41093,T-shirt,Electronics,189.02
90478,USB Cable,Accessories,1752.33
14917,Office Chair,Furniture,89.87
58567,Notebook,Electronics,1377.19
39410,Wireless Mouse,Furniture,183.47
33164,T-shirt,Electronics,2036.74
70633,White Mug,Furniture,944.76
82942,Notebook,Stationery,224.38
92576,Notebook,Furniture,65.12
87074,Notebook,Stationery,490.46
52179,USB Cable,Electronics,1984.06
24634,Wireless Mouse,Stationery,1879.91
87303,Office Chair,Apparel,140.7
47080,Headphones,Stationery,191.95
17613,Headphones,Accessories,506.3
26578,White Mug,Apparel,783.87
22601,T-shirt,Stationery,1193.44
62939,Backpack,Accessories,1300.19
65807,White Mug,Apparel,1033.98
16090,Backpack,Accessories,713.94
59504,Office Chair,Apparel,2187.2
45168,Desk Lamp,Accessories,1634.26
27505,Headphones,Furniture,206.71
73136,USB Cable,Electronics,750.0
96110,Blue Pen,Apparel,397.68
40269,White Mug,Accessories,1645.32
43144,USB Cable,Stationery,677.51
62769,Wireless Mouse,Furniture,1555.86
58309,Office Chair,Apparel,262.89
36263,Wall Clock,Furniture,3072.35
28493,White Mug,Furniture,478.66
43644,T-shirt,Stationery,1041.65
17586,Wall Clock,Apparel,1194.13
97802,Wireless Mouse,Electronics,107.75
32750,Office Chair,Accessories,136.82
54903,Blue Pen,Accessories,555.86
57019,Desk Lamp,Electronics,40.32
65646,Headphones,Stationery,162.42
40868,T-shirt,Furniture,1477.33
79860,Wireless Mouse,Apparel,1574.03
85820,Wireless Mouse,Electronics,2436.17
38192,T-shirt,Apparel,598.44
53285,T-shirt,Apparel,889.22
84794,Office Chair,Furniture,1818.7
16744,USB Cable,Accessories,2523.14
47216,White Mug,Accessories,768.92
16844,Desk Lamp,Apparel,379.96
45122,USB Cable,Accessories,1079.83
59068,Office Chair,Furniture,555.79
29977,Office Chair,Electronics,1852.09
47079,Office Chair,Furniture,2037.53
44289,Blue Pen,Furniture,363.51
98008,Headphones,Apparel,156.95
76447,Wall Clock,Furniture,127.85
76764,Backpack,Stationery,292.11
80754,White Mug,Furniture,921.37
33675,Blue Pen,Accessories,749.8
48451,White Mug,Stationery,657.58
52913,Office Chair,Apparel,2269.8
88985,USB Cable,Apparel,645.1
19125,Desk Lamp,Furniture,975.98
11839,T-shirt,Accessories,184.46
17819,Backpack,Apparel,918.43
40592,Notebook,Furniture,1835.59
71700,Backpack,Furniture,1226.76
38593,Notebook,Stationery,1880.2
13471,Wireless Mouse,Accessories,1154.88
21894,T-shirt,Apparel,227.93
24920,Backpack,Furniture,1883.49
97126,Desk Lamp,Apparel,627.58
75015,Notebook,Stationery,95.94
38443,Desk Lamp,Apparel,920.7
99931,Backpack,Stationery,58.66
97451,USB Cable,Stationery,184.68
90190,Desk Lamp,Accessories,275.92
10577,Wall Clock,Stationery,1296.23
87209,Wall Clock,Furniture,537.46
67413,Desk Lamp,Furniture,398.2
38196,Blue Pen,Apparel,705.56
59477,Office Chair,Furniture,2945.4
63558,Wireless Mouse,Accessories,407.81
16586,USB Cable,Accessories,172.06
73585,White Mug,Furniture,216.85
14482,Notebook,Apparel,807.14
54005,T-shirt,Accessories,1890.82
79598,Wall Clock,Electronics,40.17
65625,Blue Pen,Electronics,340.34
91270,USB Cable,Stationery,1359.56
74368,Wall Clock,Electronics,329.07
32743,T-shirt,Furniture,1203.34
30420,Wireless Mouse,Stationery,1204.88
92574,Wall Clock,Accessories,130.2
87362,Office Chair,Apparel,24.99
78561,White Mug,Accessories,701.99
95846,Desk Lamp,Furniture,1580.59
19976,Office Chair,Furniture,31.91
14626,USB Cable,Accessories,369.38
66940,Headphones,Electronics,557.02
13846,USB Cable,Accessories,226.8
34037,Wireless Mouse,Apparel,673.63
27902,Headphones,Accessories,261.42
66028,Office Chair,Electronics,1134.19
67413,Notebook,Apparel,827.16
83358,Backpack,Stationery,3123.66
22155,White Mug,Stationery,1402.79
21037,Wall Clock,Accessories,1404.72
45422,Office Chair,Stationery,1439.7
31772,White Mug,Furniture,271.34
48088,Desk Lamp,Apparel,94.15
23492,Backpack,Electronics,2459.61
98641,Wall Clock,Accessories,449.86
41490,USB Cable,Apparel,180.61
83955,Wireless Mouse,Accessories,1911.75
79693,Notebook,Furniture,185.64
48867,Backpack,Accessories,188.92
40737,White Mug,Electronics,1338.17
87950,T-shirt,Accessories,231.32
70628,Backpack,Accessories,362.42
52162,Wireless Mouse,Electronics,50.12
58638,USB Cable,Furniture,17.48
98299,White Mug,Accessories,272.58
92841,White Mug,Electronics,1596.35
33323,USB Cable,Stationery,77.75
81681,T-shirt,Electronics,313.65
26855,Office Chair,Furniture,438.45
69249,T-shirt,Furniture,103.27
73669,Office Chair,Electronics,2089.57
88420,Wireless Mouse,Accessories,379.62
26750,Desk Lamp,Electronics,53.71
65931,T-shirt,Electronics,240.6
67364,Blue Pen,Furniture,1682.84
60315,Backpack,Apparel,4.1
65709,Notebook,Stationery,2015.5
37566,White Mug,Electronics,215.13
69513,USB Cable,Apparel,54.58
74102,Wall Clock,Furniture,1036.48
71174,Headphones,Furniture,9.31
46821,Headphones,Stationery,496.63
66163,T-shirt,Accessories,162.07
72075,Wall Clock,Furniture,878.36
77866,T-shirt,Apparel,40.88
74524,Desk Lamp,Accessories,1441.54
91141,Backpack,Stationery,924.05
91317,Blue Pen,Furniture,551.63
96672,Wall Clock,Stationery,1971.12
37314,Backpack,Electronics,2020.76
55419,Desk Lamp,Accessories,320.33
58164,Desk Lamp,Accessories,690.26
72205,Headphones,Stationery,539.0
21909,T-shirt,Electronics,2166.85
48484,Notebook,Electronics,621.97
41488,Wireless Mouse,Stationery,670.42
52544,Wireless Mouse,Furniture,1533.33
20294,Wall Clock,Accessories,23.29
68841,Wireless Mouse,Accessories,912.12
28476,Headphones,Accessories,814.44
22500,T-shirt,Apparel,203.92
53078,Notebook,Accessories,149.52
35264,Notebook,Apparel,874.48
78193,Blue Pen,Stationery,887.52
87325,Wireless Mouse,Stationery,3955.21
67790,White Mug,Apparel,551.34
96397,Wireless Mouse,Apparel,127.08
41399,Backpack,Electronics,450.18
20893,Wireless Mouse,Electronics,719.28
27279,Blue Pen,Furniture,640.89
65524,Headphones,Accessories,24.83
96502,Notebook,Apparel,245.78
19655,USB Cable,Furniture,466.8
79290,Backpack,Apparel,247.88
73119,Wireless Mouse,Stationery,1151.24
34992,White Mug,Accessories,123.36
21572,Blue Pen,Electronics,708.18
58975,Backpack,Accessories,40.62
71315,Wireless Mouse,Electronics,2627.66
82707,White Mug,Stationery,7.64
36996,Office Chair,Furniture,1827.62
70348,Backpack,Stationery,58.49
10600,Blue Pen,Accessories,501.17
83954,Wall Clock,Furniture,79.78
74799,Desk Lamp,Stationery,229.45
98183,White Mug,Stationery,860.88
79470,Headphones,Apparel,198.82
72229,Office Chair,Furniture,2492.78
44602,USB Cable,Furniture,663.0
66936,Headphones,Apparel,1969.64
56701,Notebook,Accessories,518.59
52260,Wireless Mouse,Furniture,616.83
51426,T-shirt,Furniture,711.6
61025,White Mug,Electronics,267.27
87892,Blue Pen,Electronics,718.01
12606,White Mug,Apparel,1977.84
19601,Wall Clock,Electronics,1295.15
48865,Blue Pen,Electronics,904.09
87631,T-shirt,Accessories,823.65
76959,Wireless Mouse,Furniture,2453.81
71707,Backpack,Electronics,4619.96
40761,Wall Clock,Stationery,87.07
55598,Wall Clock,Accessories,1503.06
34714,Headphones,Electronics,2439.97
41674,T-shirt,Stationery,1071.96
96532,Headphones,Electronics,2117.95
31323,White Mug,Electronics,1123.91
90490,USB Cable,Electronics,520.4
99093,Wall Clock,Apparel,561.52
75119,USB Cable,Stationery,693.28
35393,White Mug,Electronics,229.66
54746,Backpack,Electronics,73.85
93701,T-shirt,Electronics,64.51
47414,Backpack,Stationery,2145.63
42667,Backpack,Furniture,1885.25
34484,Blue Pen,Stationery,129.27
45161,Wireless Mouse,Electronics,724.95
85184,Wall Clock,Stationery,1680.98
95395,T-shirt,Apparel,964.42
82809,Notebook,Electronics,151.03
11810,Office Chair,Stationery,3441.35
60042,Office Chair,Accessories,2509.92
28224,Blue Pen,Electronics,473.81
10690,Desk Lamp,Accessories,694.75
33890,Wall Clock,Electronics,2661.39
64645,Wall Clock,Accessories,2274.62
22664,Headphones,Furniture,975.18
75974,Office Chair,Apparel,85.61
43428,Backpack,Apparel,330.48
63142,Wall Clock,Accessories,409.92
87635,T-shirt,Apparel,138.44
26256,Notebook,Electronics,866.47
11514,White Mug,Furniture,3384.72
48891,Office Chair,Electronics,811.23
79142,T-shirt,Electronics,295.68
97086,Backpack,Accessories,2965.58
83260,T-shirt,Stationery,190.47
44086,Wireless Mouse,Apparel,901.38
90068,Blue Pen,Stationery,406.53
49899,White Mug,Stationery,1275.97
31103,Backpack,Electronics,127.68
36587,Wireless Mouse,Apparel,624.2
66228,Desk Lamp,Stationery,99.21
94757,Notebook,Apparel,818.94
34344,Blue Pen,Apparel,1669.47
10710,Blue Pen,Electronics,274.06
46560,Wall Clock,Accessories,1108.25
62337,Blue Pen,Apparel,551.64
40650,White Mug,Accessories,231.97
19221,Notebook,Accessories,439.83
63996,Notebook,Stationery,492.91
46614,Notebook,Apparel,996.11
82917,Backpack,Accessories,2288.51
95963,T-shirt,Stationery,907.07
88103,White Mug,Stationery,278.27
85983,Headphones,Furniture,366.85
97635,Office Chair,Accessories,590.23
93300,Wireless Mouse,Electronics,557.65
55735,Blue Pen,Electronics,1488.13
90417,Backpack,Apparel,1058.66
19243,Office Chair,Apparel,949.39
76763,Desk Lamp,Electronics,334.27
97715,Wireless Mouse,Accessories,2908.11
44805,T-shirt,Furniture,3157.21
72141,USB Cable,Furniture,550.79
58153,Blue Pen,Apparel,854.73
48644,Desk Lamp,Apparel,36.22
25688,Desk Lamp,Accessories,362.36
68165,White Mug,Stationery,581.11
72833,Desk Lamp,Stationery,46.33
26773,White Mug,Furniture,72.14
47369,Notebook,Accessories,39.59
53438,Office Chair,Stationery,600.47
18173,T-shirt,Furniture,2147.42
12403,Office Chair,Electronics,1143.94
90901,Wireless Mouse,Stationery,341.94
54624,White Mug,Apparel,1273.27
30573,Notebook,Accessories,33.8
23992,T-shirt,Stationery,1899.71
57539,Wall Clock,Electronics,3674.93
97451,T-shirt,Furniture,899.62
66485,Notebook,Stationery,276.36
81211,USB Cable,Stationery,727.32
44667,T-shirt,Accessories,1289.41
26187,Notebook,Accessories,82.79
91820,Headphones,Stationery,32.02
76076,Wireless Mouse,Stationery,103.91
67916,White Mug,Apparel,848.83
45088,Wall Clock,Accessories,43.25
68708,White Mug,Apparel,1498.75
13572,Wireless Mouse,Electronics,2896.36
37215,Office Chair,Furniture,2579.12
41706,Blue Pen,Electronics,654.16
31146,Notebook,Furniture,562.09
49539,Office Chair,Furniture,888.59
85013,Wireless Mouse,Stationery,812.56
41861,White Mug,Furniture,410.51
70394,Blue Pen,Apparel,1368.16
39686,Headphones,Furniture,40.72
69767,Wireless Mouse,Accessories,13.39
13352,White Mug,Apparel,1565.33
39931,Wall Clock,Apparel,1856.01
63295,Blue Pen,Stationery,3006.3
14440,Wireless Mouse,Apparel,146.23
28276,Wireless Mouse,Electronics,720.83
13702,Wireless Mouse,Electronics,151.84
85467,Office Chair,Accessories,1633.0
98968,Blue Pen,Apparel,1596.56
25425,Wall Clock,Apparel,1266.14
71231,Wall Clock,Apparel,817.86
40213,Office Chair,Electronics,309.32
23402,Office Chair,Electronics,1031.71
33843,Wall Clock,Electronics,1014.63
15316,Office Chair,Electronics,2607.54
57855,Office Chair,Stationery,375.73
70875,Notebook,Furniture,783.97
52362,Wall Clock,Furniture,448.7
19599,Office Chair,Stationery,2957.45
99740,Wall Clock,Apparel,1017.51
57594,Office Chair,Apparel,1368.14
40483,Notebook,Electronics,125.69
67271,T-shirt,Accessories,1473.46
52971,T-shirt,Apparel,1085.7
69203,T-shirt,Electronics,69.7
68150,Desk Lamp,Electronics,379.7
42206,Headphones,Furniture,502.98
38911,Wireless Mouse,Stationery,429.23
97053,Headphones,Stationery,224.26
53288,Backpack,Electronics,2536.35
13899,Office Chair,Apparel,295.64
65119,T-shirt,Accessories,772.2
12608,Desk Lamp,Electronics,238.07
87764,Office Chair,Apparel,1186.81
31674,Office Chair,Accessories,38.3
67751,Blue Pen,Electronics,159.24
38061,Blue Pen,Furniture,1491.63
59624,Office Chair,Apparel,612.62
64280,Wireless Mouse,Stationery,2407.83
24449,Backpack,Furniture,2329.27
33404,Backpack,Electronics,370.99
52606,Backpack,Accessories,704.7
60678,Desk Lamp,Furniture,1239.25
25886,USB Cable,Furniture,18.11
34667,Wall Clock,Electronics,1749.16
97468,Notebook,Accessories,604.21
99825,T-shirt,Electronics,120.79
68674,Backpack,Furniture,405.96
29269,T-shirt,Furniture,625.51
61035,Backpack,Apparel,870.09
12617,Backpack,Stationery,1908.97
62976,White Mug,Apparel,276.57
56086,USB Cable,Stationery,40.59
41764,USB Cable,Electronics,86.77
98891,Office Chair,Apparel,1434.6
71810,Notebook,Electronics,422.22
40299,Wireless Mouse,Apparel,1021.21
87473,Notebook,Furniture,315.7
98016,Office Chair,Accessories,1285.5
83824,White Mug,Stationery,580.69
42814,Headphones,Electronics,396.49
11372,Desk Lamp,Furniture,211.23
66777,Notebook,Electronics,1035.65
23458,USB Cable,Accessories,1410.66
93149,Headphones,Accessories,891.02
70326,White Mug,Accessories,210.49
56810,Wireless Mouse,Electronics,307.64
10735,Headphones,Stationery,1115.39
40824,Office Chair,Furniture,1761.21
47557,Office Chair,Accessories,1503.38
90923,Headphones,Furniture,154.6
88364,Desk Lamp,Stationery,1912.8
91609,USB Cable,Apparel,236.5
57718,White Mug,Stationery,2291.04
86356,Headphones,Apparel,875.45
84934,Wall Clock,Furniture,82.08
33768,T-shirt,Stationery,992.23
85073,Blue Pen,Stationery,1751.31
75498,Wireless Mouse,Accessories,3290.94
35750,Headphones,Electronics,381.94
11669,USB Cable,Accessories,4179.98
70793,Headphones,Electronics,249.44
53720,Backpack,Furniture,105.91
74885,Desk Lamp,Furniture,433.77
40881,Wall Clock,Electronics,1235.4
23603,USB Cable,Accessories,850.68
54841,Wall Clock,Apparel,388.88
47907,Backpack,Accessories,984.93
42832,T-shirt,Electronics,1598.57
94205,White Mug,Stationery,139.84
57835,Backpack,Accessories,410.37
98176,T-shirt,Stationery,117.15
23478,Desk Lamp,Accessories,3630.26
34690,T-shirt,Apparel,1281.6
95100,Headphones,Stationery,32.94
95289,Wall Clock,Furniture,3193.18
42679,Notebook,Apparel,285.52
75607,Blue Pen,Furniture,127.68
30356,Wall Clock,Stationery,1007.94
66157,Blue Pen,Electronics,3099.41
49114,USB Cable,Accessories,3465.3
18886,Wall Clock,Stationery,300.22
22411,Wireless Mouse,Apparel,951.97
41819,Backpack,Apparel,112.69
20012,Backpack,Stationery,1110.54
53102,Wireless Mouse,Accessories,494.8
69509,T-shirt,Accessories,219.91
65315,Backpack,Apparel,591.17
68993,Wireless Mouse,Electronics,1163.08
67525,Desk Lamp,Apparel,809.17
44064,T-shirt,Apparel,1040.94
19269,Headphones,Apparel,771.46
64287,Backpack,Stationery,1120.53
74911,White Mug,Furniture,474.01
27097,Headphones,Accessories,433.55
48411,T-shirt,Stationery,127.75
45977,Blue Pen,Electronics,1606.6
69759,Notebook,Apparel,1859.52
36630,Wall Clock,Apparel,156.86
74342,Headphones,Accessories,125.12
17266,Office Chair,Apparel,167.73
39065,Wall Clock,Electronics,415.89
48325,USB Cable,Electronics,238.55
87742,Wireless Mouse,Stationery,694.74
16003,Wall Clock,Electronics,399.62
39553,Desk Lamp,Accessories,1368.99
99963,Backpack,Electronics,289.62
81660,Backpack,Electronics,45.75
51439,Backpack,Apparel,239.96
91591,Backpack,Furniture,221.87
87327,Backpack,Accessories,331.23
51935,Wall Clock,Stationery,478.01
57408,Wall Clock,Stationery,503.58
95165,Headphones,Stationery,298.52
14967,Blue Pen,Accessories,60.08
49763,USB Cable,Furniture,1031.71
20077,Desk Lamp,Electronics,2212.88
65562,Wireless Mouse,Electronics,102.96
10647,Office Chair,Electronics,337.64
82630,White Mug,Stationery,121.94
67935,USB Cable,Stationery,507.23
96250,Headphones,Apparel,770.17
60406,Headphones,Electronics,2402.66
59334,Backpack,Electronics,220.56
74518,White Mug,Accessories,123.37
99835,Wall Clock,Apparel,508.82
76300,T-shirt,Furniture,235.1
20343,Wall Clock,Accessories,1477.98
13061,Desk Lamp,Accessories,814.55
89073,Blue Pen,Accessories,1356.98
57868,Blue Pen,Furniture,2281.75
36478,USB Cable,Electronics,1549.99
34063,T-shirt,Stationery,759.96
75696,Notebook,Furniture,1293.03
11262,Headphones,Apparel,266.31
51288,Blue Pen,Stationery,1559.54
59837,Desk Lamp,Accessories,1494.05
23701,Desk Lamp,Furniture,36.05
52898,Backpack,Furniture,240.67
11129,USB Cable,Stationery,355.53
76304,T-shirt,Furniture,95.21
72778,Wall Clock,Apparel,2286.67
43746,White Mug,Electronics,700.02
84863,Wireless Mouse,Accessories,1859.47
49176,Headphones,Furniture,239.95
77536,White Mug,Stationery,772.16
29121,Backpack,Electronics,89.63
11897,Office Chair,Furniture,2127.16
91522,Backpack,Accessories,648.67
39326,Notebook,Apparel,1392.16
17102,Office Chair,Apparel,738.41
62398,Wall Clock,Accessories,205.38
64524,Notebook,Apparel,20.0
66502,T-shirt,Apparel,740.23
49111,Wireless Mouse,Electronics,431.16
83904,Backpack,Accessories,1823.96
60647,Headphones,Furniture,624.32
37395,Notebook,Apparel,2281.51
87333,USB Cable,Apparel,1863.37
89088,USB Cable,Apparel,820.8
52749,Blue Pen,Stationery,1189.58
84300,USB Cable,Electronics,3854.82
97439,Blue Pen,Apparel,617.3
26804,Office Chair,Electronics,855.37
27338,Headphones,Electronics,2237.05
63142,Desk Lamp,Electronics,1051.85
83932,Wireless Mouse,Stationery,244.67
74062,Headphones,Electronics,136.71
10752,Office Chair,Accessories,604.18
88305,Wall Clock,Stationery,1833.0
39648,T-shirt,Apparel,1712.76
79530,Wireless Mouse,Accessories,277.99
96337,White Mug,Electronics,1282.54
99827,T-shirt,Accessories,1062.74
87511,Blue Pen,Apparel,2675.9
64689,T-shirt,Furniture,1700.99
88143,Backpack,Stationery,35.9
34573,Blue Pen,Apparel,384.94
95967,White Mug,Electronics,107.69
58423,White Mug,Stationery,1252.67
62733,Headphones,Stationery,590.42
38571,Headphones,Electronics,85.64
63173,T-shirt,Apparel,348.36
23907,Desk Lamp,Electronics,1463.7
98467,Desk Lamp,Electronics,314.18
61342,Notebook,Stationery,117.35
92671,Desk Lamp,Furniture,2383.67
41052,Headphones,Apparel,536.94
33829,USB Cable,Electronics,274.62
58711,Headphones,Furniture,2465.78
94183,Office Chair,Stationery,336.07
91490,T-shirt,Furniture,578.57
87792,White Mug,Electronics,1624.45
43994,Desk Lamp,Accessories,464.72
36704,USB Cable,Electronics,44.98
76609,T-shirt,Accessories,2152.08
60498,Office Chair,Furniture,259.93
28170,T-shirt,Apparel,900.66
11446,Wireless Mouse,Accessories,245.69
29726,White Mug,Furniture,505.88
78310,Notebook,Furniture,81.78
74973,Desk Lamp,Electronics,19.99
61339,Wireless Mouse,Electronics,567.24
65464,Office Chair,Accessories,797.51
13071,Office Chair,Electronics,144.44
98381,Wall Clock,Furniture,198.2
61411,USB Cable,Stationery,325.06
91462,White Mug,Furniture,757.67
20813,Blue Pen,Stationery,2158.08
86025,USB Cable,Stationery,634.79
88417,Backpack,Accessories,842.82
29964,Desk Lamp,Apparel,528.33
84040,Notebook,Stationery,264.42
59680,Office Chair,Apparel,2448.4
59107,Blue Pen,Accessories,477.94
16132,Headphones,Furniture,104.66
60916,Wall Clock,Electronics,1071.29
58382,Backpack,Apparel,227.68
48525,Blue Pen,Apparel,1812.44
52890,White Mug,Electronics,1182.02
90071,Notebook,Electronics,1618.78
72965,Backpack,Stationery,368.16
12555,T-shirt,Electronics,1219.2
62434,Office Chair,Stationery,513.32
76470,T-shirt,Accessories,470.25
75494,Office Chair,Accessories,195.23
78876,Wireless Mouse,Accessories,2558.09
62768,Headphones,Apparel,526.55
36725,Backpack,Furniture,1520.88
69456,Wall Clock,Accessories,350.91
13728,Wall Clock,Electronics,101.06
51283,White Mug,Accessories,4250.06
30331,Office Chair,Accessories,680.06
94897,Blue Pen,Furniture,587.93
59433,Notebook,Apparel,1030.81
67228,White Mug,Apparel,99.32
35617,Wall Clock,Accessories,22.74
18149,USB Cable,Apparel,895.96
78546,Notebook,Apparel,916.08
40145,Blue Pen,Furniture,2479.47
57305,Headphones,Furniture,1700.89
35520,Headphones,Apparel,3514.28
57122,Wireless Mouse,Apparel,452.34
50629,Wall Clock,Stationery,106.85
25422,USB Cable,Stationery,527.08
28739,T-shirt,Furniture,137.36
69338,Notebook,Furniture,988.42
82136,Headphones,Apparel,22.06
30204,USB Cable,Electronics,746.49
88773,Notebook,Electronics,64.67
80409,Office Chair,Electronics,2355.64
